year,county1,county,fbfmcode,debt_to_asset,Cash_acres,Share_acres,Owned_Acres,Total_Acres,spr,Cash_percent,Share_percent,Owned_percent
2005,Pike,PIKE,75,0.282149976,3224,2491,4671,9695,78.35265601,0.332542548,0.256936565,0.48179474
2005,Richland,RICHLAND,80,0.314734794,3551,2491,1363,8279,55.48592825,0.428916536,0.300881749,0.16463341
2005,Rock Island,ROCK ISLAND,81,0.204024795,60,2491,910,1461,83.18069815,0.041067762,1.704996578,0.622861054
2005,Sangamon,SANGAMON,84,0.196520578,5862,2491,3593,25077,91.42863979,0.233760019,0.099334051,0.143278702
2005,Schuyler,SCHUYLER,85,0.220634738,521,2491,936,2239,72.94059848,0.232693167,1.112550246,0.41804377
2005,Scott,SCOTT,86,0.373029492,1694,2491,1505,7089,73.1946678,0.238961772,0.351389477,0.212300748
2005,Stark,STARK,88,0.411364617,12158,2491,3668,24339,88.38123999,0.499527507,0.102346029,0.15070463
2005,Stephenson,STEPHENSON,89,0.193611946,7863,2491,4463,13002,75.54414705,0.604753115,0.19158591,0.343254884
2005,Tazewell,TAZEWELL,90,0.304358713,6121,2491,6766,31955,79.81739947,0.191550618,0.077953372,0.211735253
2005,Vermilion,VERMILION,92,0.313886286,18731,2491,4586,63248,83.93648811,0.296151657,0.039384645,0.072508222
2005,Wabash,WABASH,93,0.285029741,1857,2491,2332,6890,59.35573295,0.269521045,0.361538462,0.338461538
2005,Warren,WARREN,94,0.351630167,4271,2491,2112,7458,78.54250469,0.572673639,0.334003754,0.283185841
2005,Whiteside,WHITESIDE,98,0.38799359,27840,2491,11736,53883,69.85418407,0.516675018,0.046229794,0.217805245
2005,Will,WILL,99,0.107844611,2151,2491,91,4527,79.2796554,0.475149105,0.550254031,0.020101613
2005,Winnebago,WINNEBAGO,101,0.153201934,4287,2491,1376,6112,78.89479712,0.701407068,0.407558901,0.22513089
2005,Woodford,WOODFORD,102,0.305418839,12760,2491,2865,20570,91.49834711,0.620320856,0.121098687,0.139280506
