year,county1,county,fbfmcode,debt_to_asset,Cash_acres,Share_acres,Owned_Acres,Total_Acres,spr,Cash_percent,Share_percent,Owned_percent
2005,Adams,ADAMS,1,0.184195464,5825,8455,4333,18613,82.19781873,0.312953312,0.454252404,0.232794284
2005,Brown,BROWN,5,0.15092775,1863,570,521,2954,80.89505755,0.630670278,0.1929587,0.176371022
2005,Bureau,BUREAU,6,0.527291115,14118,3038,4331,21487,82.82933867,0.657048448,0.141387816,0.201563736
2005,Carroll,CARROLL,8,0.368004923,5695,524,2925,9144,71.30785214,0.622812773,0.057305337,0.31988189
2005,Cass,CASS,9,0.336214696,905,3609,907,5421,71.77716289,0.166943368,0.665744328,0.167312304
2005,Champaign,CHAMPAIGN,10,0.268997527,10242,21091,2242,33575,92.06984363,0.305048399,0.628175726,0.066775875
2005,Christian,CHRISTIAN,11,0.159145138,93,798,65,956,90,0.097280335,0.834728033,0.067991632
2005,Clark,CLARK,12,0.326177137,3998,12970,3867,20835,58.32762179,0.191888649,0.622510199,0.185601152
2005,Clay,CLAY,13,0.257545982,755,1312,350,2417,55.60653703,0.312370707,0.54282168,0.144807613
2005,Coles,COLES,15,0.614212188,507,323,112,942,90,0.538216561,0.342887473,0.118895966
2005,Crawford,CRAWFORD,17,0.465669664,1152,867,621,2640,55,0.436363636,0.328409091,0.235227273
2005,DeKalb,DEKALB,19,0.345030724,10160,1689,1303,13152,88.81675791,0.772506083,0.128421533,0.099072384
2005,DeWitt,DEWITT,20,0.421206496,1755,5531,252,7538,95.88776864,0.232820377,0.733749005,0.033430618
2005,Douglas,DOUGLAS,21,0.325215185,361,2491,260,3112,94.30430591,0.116002571,0.800449871,0.083547558
2005,Edgar,EDGAR,23,0.311951646,3877,2491,1065,9215,91.59164406,0.420727075,0.27032013,0.115572436
2005,Edwards,EDWARDS,24,0.212062561,239,2491,550,1701,55,0.140505585,1.464432687,0.323339212
2005,Effingham,EFFINGHAM,25,0.249721501,5764,2491,2578,10274,59.93371618,0.561027837,0.242456687,0.250924664
2005,Ford,FORD,27,0.156717257,1714,2491,1065,6566,74.84206518,0.26104173,0.379378617,0.162199208
2005,Fulton,FULTON,29,0.466744183,1350,2491,1707,5227,84.34226134,0.258274345,0.476563995,0.32657356
2005,Grundy,GRUNDY,32,0.301417618,6774,2491,1035,12522,81.95176489,0.540967897,0.198929883,0.082654528
2005,Hancock,HANCOCK,34,0.22532181,8715,2491,7070,35641,85.25246205,0.244521759,0.069891417,0.198367049
2005,Henderson,HENDERSON,36,0.350505285,884,2491,1346,4015,69.14669988,0.220174346,0.620423412,0.335242839
2005,Henry,HENRY,37,0.306334415,16269,2491,6743,27311,80.11742521,0.595694043,0.09120867,0.246896855
2005,Iroquois,IROQUOIS,38,0.200372916,9477,2491,3451,29968,83.56316738,0.31623732,0.083121997,0.115156167
2005,Jasper,JASPER,40,0.408461085,1345,2491,709,4092,58.89809384,0.328690127,0.608748778,0.173264907
2005,JoDaviess,JO DAVIESS,43,0.250224139,2201,2491,1727,4071,60.44755588,0.540653402,0.611888971,0.424220093
2005,Kane,KANE,45,0.127635281,726,2491,172,898,85.05790646,0.808463252,2.773942094,0.191536748
2005,Kankakee,KANKAKEE,46,0.139833456,721,2491,232,1624,85,0.443965517,1.533866995,0.142857143
2005,Kendall,KENDALL,47,0.167200308,2760,2491,408,7301,85.48965895,0.378030407,0.341186139,0.055882756
2005,Knox,KNOX,48,0.330917699,6074,2491,2835,12216,80.92378847,0.497216765,0.203912901,0.232072692
2005,LaSalle,LASALLE,50,0.199944806,16326,2491,8445,46289,87.92881678,0.352697185,0.053814081,0.182440753
2005,Lawrence,LAWRENCE,51,0.334400308,1129,2491,2274,5690,53.47574692,0.198418278,0.437785589,0.399648506
2005,Lee,LEE,52,0.104075447,2543,2491,3963,6677,83.84274375,0.380859668,0.373071739,0.593530028
2005,Livingston,LIVINGSTON,53,0.26793499,25836,2491,13653,89975,81.27787719,0.28714643,0.027685468,0.151742151
2005,Logan,LOGAN,54,0.283517862,16038,2491,5622,49323,91.82271962,0.325162703,0.050503822,0.113983334
2005,McDonough,MCDONOUGH,55,0.387382089,3403,2491,1480,9181,88.6753077,0.370656791,0.271321207,0.161202483
2005,McLean,MCLEAN,57,0.228948188,21861,2491,10483,79983,88.04197142,0.273320581,0.031144118,0.131065351
2005,Macon,MACON,58,0.250637814,1223,2491,404,4083,92.83908891,0.299534656,0.61009062,0.098946853
2005,Marshall,MARSHALL,62,0.212137701,2473,2491,2610,17658,85.24221316,0.140049836,0.141069204,0.147808359
2005,Mason,MASON,63,0.314985498,1936,2491,5020,19936,70.24794342,0.097110754,0.124949839,0.251805778
2005,Menard,MENARD,65,0.212100519,2187,2491,967,7464,87.92524116,0.293006431,0.333735263,0.129555198
2005,Mercer,MERCER,66,0.352102993,17359,2491,7870,34211,77.14197188,0.507409897,0.072812838,0.230042969
2005,Montgomery,MONTGOMERY,68,0.430828652,0,2491,114,458,90,0,5.438864629,0.248908297
2005,Morgan,MORGAN,69,0.353895037,2970,2491,2326,14474,84.00207268,0.205195523,0.1721017,0.160701948
2005,Moultrie,MOULTRIE,70,0.155989033,5571,2491,1909,15125,91.9574876,0.368330579,0.164694215,0.126214876
2005,Ogle,OGLE,71,0.457123545,5183,2491,1048,6613,83.72493573,0.783759262,0.376682292,0.15847573
2005,Peoria,PEORIA,72,0.280684992,18484,2491,6451,43200,83.97743056,0.42787037,0.057662037,0.149328704
2005,Piatt,PIATT,74,0.343349856,3223,2491,219,6752,93.06486967,0.477340047,0.368927725,0.032434834
