year,county1,county,fbfmcode,debt_to_asset,Cash_acres,Share_acres,Owned_Acres,Total_Acres,spr,Cash_percent,Share_percent,Owned_percent
2015,Adams,ADAMS,1,0.090420952,1082,3006,1339,5427,85.43725815,0.199373503,0.553897181,0.246729316
2015,Boone,BOONE,4,0.030615847,183,319,0,502,88,0.364541833,0.635458167,0
2015,Brown,BROWN,5,0.259864867,289,1028,1034,2351,77.05827308,0.122926414,0.43726074,0.439812846
2015,Bureau,BUREAU,6,0.130524063,5492,1088,968,7548,86.68945416,0.727609963,0.144144144,0.128245893
2015,Carroll,CARROLL,8,0.243252067,14814,2200,9676,26690,72.32390408,0.555039341,0.082427876,0.362532784
2015,Cass,CASS,9,0.347860801,3824,3642,494,7960,82.30201005,0.48040201,0.457537688,0.062060302
2015,Champaign,CHAMPAIGN,10,0.206396783,18109,23561,5772,47442,93.82545002,0.381708191,0.496627461,0.121664348
2015,Clark,CLARK,12,0.148402889,5102,7810,4137,17049,58.5233738,0.299255088,0.458091384,0.242653528
2015,Clay,CLAY,13,0.387816377,2337,576,920,3833,55,0.609705192,0.150273937,0.240020871
2015,Clinton,CLINTON,14,0.428448302,3938,788,1267,5993,66.08393125,0.65709995,0.131486735,0.211413316
2015,Crawford,CRAWFORD,17,0.217828077,2892,1889,2240,7021,55.31405783,0.411907136,0.269049993,0.319042871
2015,DeKalb,DEKALB,19,0.234501044,14450,4111,2428,20989,90.20267759,0.688455858,0.1958645,0.115679642
2015,DeWitt,DEWITT,20,0.263696212,2138,4703,286,7127,93.54847762,0.299985969,0.659884945,0.040129087
2015,Douglas,DOUGLAS,21,0.263452331,1237,4847,764,6848,96.06162383,0.180636682,0.707797897,0.111565421
2015,Edgar,EDGAR,23,0.225949897,4320,3957,1234,9511,91.29712964,0.454210914,0.41604458,0.129744506
2015,Edwards,EDWARDS,24,0.174045034,2704,1405,420,4529,55,0.597041289,0.310223007,0.092735703
2015,Effingham,EFFINGHAM,25,0.234603988,2365,1820,2644,6829,60.15536682,0.346317177,0.26651047,0.387172353
2015,Ford,FORD,27,0.261993394,5239,6406,2614,14259,81.18297216,0.36741707,0.449260116,0.183322814
2015,Greene,GREENE,31,0.339731079,142,953,17,1112,70,0.127697842,0.857014388,0.01528777
