year,county1,county,fbfmcode,debt_to_asset,Cash_acres,Share_acres,Owned_Acres,Total_Acres,spr,Cash_percent,Share_percent,Owned_percent
2006,Schuyler,SCHUYLER,85,0.217488888,1225,776,1141,3142,76.0700191,0.389879058,0.246976448,0.363144494
2006,Scott,SCOTT,86,0.350158569,1784,1914,1212,4910,74.20366599,0.363340122,0.389816701,0.246843177
2006,Stark,STARK,88,0.378122355,21739,10539,7861,40139,87.77353696,0.541592964,0.262562595,0.195844441
2006,Stephenson,STEPHENSON,89,0.239747537,7737,395,3862,11994,74.91612473,0.645072536,0.032933133,0.32199433
2006,Tazewell,TAZEWELL,90,0.2560164,5705,20449,6833,32987,86.2320308,0.172946918,0.619910874,0.207142208
2006,Vermilion,VERMILION,92,0.287183527,29686,43628,6197,79511,84.52492108,0.373357146,0.548703953,0.077938902
2006,Wabash,WABASH,93,0.155503534,892,34,951,1877,64.35322323,0.475226425,0.018114012,0.506659563
2006,Warren,WARREN,94,0.236655652,3934,4995,2836,11765,81.40195495,0.33438164,0.424564386,0.241053974
2006,White,WHITE,97,0.42190669,892,458,261,1611,55,0.553693358,0.284295469,0.162011173
2006,Whiteside,WHITESIDE,98,0.345096723,27228,11797,11482,50507,70.56580276,0.539093591,0.233571584,0.227334825
2006,Will,WILL,99,0.047154777,1478,715,85,2278,81.10930641,0.64881475,0.313871817,0.037313433
2006,Winnebago,WINNEBAGO,101,0.210391465,3444,107,1398,4949,77.46514447,0.695898161,0.021620529,0.282481309
2006,Woodford,WOODFORD,102,0.209559133,4657,3118,1580,9355,88.86306788,0.497808658,0.333297702,0.16889364
