year,county1,county,fbfmcode,debt_to_asset,Cash_acres,Share_acres,Owned_Acres,Total_Acres,spr,Cash_percent,Share_percent,Owned_percent
2009,Adams,ADAMS,1,0.118529393,3382,7225,4685,15292,81.16283024,0.221161392,0.472469265,0.306369343
2009,Boone,BOONE,4,1.06E-05,225,0,0,225,79,1,0,0
2009,Brown,BROWN,5,0.211702181,513,320,45,878,82,0.58428246,0.364464692,0.051252847
2009,Bureau,BUREAU,6,0.251972376,14971,3419,2056,20446,85.25520884,0.732221461,0.167220972,0.100557566
2009,Calhoun,CALHOUN,7,0.055414228,167,102,0,269,60,0.620817844,0.379182156,0
2009,Carroll,CARROLL,8,0.394965785,13468,1421,5159,20048,69.61771748,0.671787709,0.070879888,0.257332402
2009,Cass,CASS,9,0.381900124,1317,4206,3588,9111,71.29722314,0.144550543,0.461639776,0.393809681
2009,Champaign,CHAMPAIGN,10,0.261306986,13643,25069,4100,42812,93.02261048,0.318672335,0.585560123,0.095767542
2009,Clark,CLARK,12,0.336320948,5860,11467,4928,22255,58.73898,0.263311615,0.515254999,0.221433386
2009,Clay,CLAY,13,0.246515718,3764,2647,1047,7458,55.2079646,0.504692947,0.35492089,0.140386163
2009,Crawford,CRAWFORD,17,0.304480416,910,294,762,1966,55,0.462868769,0.149542218,0.387589013
2009,DeKalb,DEKALB,19,0.199950531,14837,3343,2452,20632,89.71301861,0.71912563,0.162029857,0.118844513
2009,DeWitt,DEWITT,20,0.189515294,2886,4454,720,8060,95.00421836,0.358064516,0.552605459,0.089330025
2009,Douglas,DOUGLAS,21,0.251100042,1978,3852,412,6242,94.52499199,0.316885614,0.617109901,0.066004486
2009,Edgar,EDGAR,23,0.356540178,3738,2430,573,6741,90.51802403,0.554517134,0.360480641,0.085002225
2009,Edwards,EDWARDS,24,0.164071025,376,606,155,1137,55,0.330694811,0.53298153,0.136323659
2009,Effingham,EFFINGHAM,25,0.224215439,4842,3181,3466,11489,59.41361302,0.421446601,0.276873531,0.301679868
2009,Ford,FORD,27,0.14615373,4900,7009,2905,14814,81.79377616,0.330768192,0.473133522,0.196098285
2009,Fulton,FULTON,29,0.416130587,1356,1602,1222,4180,85.73875598,0.324401914,0.383253589,0.292344498
2009,Grundy,GRUNDY,32,0.250391666,5807,2815,1285,9907,81.56616534,0.586151206,0.284142525,0.129706268
2009,Hancock,HANCOCK,34,0.239029254,9968,19676,5814,35458,86.31425912,0.281121327,0.554910034,0.163968639
2009,Henderson,HENDERSON,36,0.279697167,2580,283,1314,4177,79.62772325,0.617668183,0.067751975,0.314579842
2009,Henry,HENRY,37,0.351767268,9424,975,4824,15223,77.72239375,0.61906326,0.064047822,0.316888918
