year,county1,county,fbfmcode,debt_to_asset,Cash_acres,Share_acres,Owned_Acres,Total_Acres,spr,Cash_percent,Share_percent,Owned_percent
2011,Hancock,HANCOCK,34,0.178876232,11662,18391,6962,37015,85.76531136,0.315061462,0.496852627,0.188085911
2011,Henderson,HENDERSON,36,0.197855363,3189,2288,1607,7084,83.91177301,0.450169396,0.322981366,0.226849238
2011,Henry,HENRY,37,0.207114737,6291,1281,4096,11668,77.53830991,0.539166952,0.109787453,0.351045595
2011,Iroquois,IROQUOIS,38,0.199722953,15581,21698,5262,42541,84.35739639,0.366258433,0.510049129,0.123692438
2011,Jasper,JASPER,40,0.23516962,1078,1394,1172,3644,58.81997805,0.29582876,0.382546652,0.321624588
2011,JoDaviess,JO DAVIESS,43,0.243859803,3990,94,2858,6942,66.71276289,0.574762316,0.013540766,0.411696917
2011,Kane,KANE,45,0.083193189,2045,0,392,2437,88.45137464,0.839146492,0,0.160853508
2011,Kankakee,KANKAKEE,46,0.117347105,947,669,288,1904,84.17121849,0.49737395,0.351365546,0.151260504
2011,Kendall,KENDALL,47,0.272848743,9433,3528,1646,14607,86.0550421,0.645786267,0.241528035,0.112685699
2011,Knox,KNOX,48,0.20450088,7530,4294,3923,15747,82.95992888,0.478186321,0.272686861,0.249126818
2011,LaSalle,LASALLE,50,0.163710183,12340,12890,5153,30383,86.88618635,0.406148175,0.424250403,0.169601422
2011,Lawrence,LAWRENCE,51,0.256632434,760,1268,1623,3651,56.61736511,0.208162147,0.347302109,0.444535744
2011,Lee,LEE,52,0.100438076,2093,711,918,3722,87.83342289,0.56233208,0.19102633,0.246641591
2011,Livingston,LIVINGSTON,53,0.172706207,36008,43948,15624,95580,81.23591756,0.376731534,0.459803306,0.16346516
2011,Logan,LOGAN,54,0.196396864,16896,26086,4526,47508,91.7603772,0.355645365,0.54908647,0.095268165
2011,McDonough,MCDONOUGH,55,0.338341501,5280,4897,2416,12593,88.24513619,0.419280553,0.388866831,0.191852617
2011,McHenry,MCHENRY,56,0.293106497,0,1427,82,1509,80,0,0.945659377,0.054340623
2011,McLean,MCLEAN,57,0.15910631,25910,40554,10763,77227,88.84930141,0.335504422,0.525127222,0.139368356
2011,Macon,MACON,58,0.271302413,3728,5926,964,10618,94.46694293,0.351101902,0.558108872,0.090789226
2011,Marion,MARION,61,0.179219479,236,294,495,1025,55,0.230243902,0.286829268,0.482926829
2011,Marshall,MARSHALL,62,0.205404277,5319,5831,3261,14411,83.01415585,0.369093054,0.40462147,0.226285476
2011,Mason,MASON,63,0.155409508,2525,9055,4491,16071,62.20527659,0.157115301,0.563437247,0.279447452
2011,Menard,MENARD,65,0.070613614,1773,3094,192,5059,87.9068986,0.350464519,0.611583317,0.037952164
2011,Mercer,MERCER,66,0.278692474,16892,9073,9187,35152,75.52972804,0.480541648,0.258107647,0.261350706
2011,Morgan,MORGAN,69,0.141969311,1596,4597,444,6637,86.72291698,0.240470092,0.692632213,0.066897695
2011,Moultrie,MOULTRIE,70,0.161112498,4642,11647,1750,18039,91.54249127,0.257331338,0.645656633,0.097012029
2011,Ogle,OGLE,71,0.302531071,1771,400,643,2814,85.61762615,0.629353234,0.142146411,0.228500355
2011,Peoria,PEORIA,72,0.210459156,18821,15787,8829,43437,85.47063563,0.433294196,0.36344591,0.203259894
2011,Piatt,PIATT,74,0.329036761,9751,5137,950,15838,92.99898977,0.615671171,0.324346508,0.059982321
2011,Pike,PIKE,75,0.146407709,1202,2434,597,4233,81.56154028,0.283959367,0.575005906,0.141034727
2011,Richland,RICHLAND,80,0.185959692,1514,492,978,2984,58.34115282,0.507372654,0.164879357,0.327747989
2011,RockIsland,ROCK ISLAND,81,0.061352568,1833,1654,1364,4851,79.70459699,0.377860235,0.340960627,0.281179138
2011,St Clair,ST CLAIR,82,0.277511348,1836,1974,270,4080,71.92401961,0.45,0.483823529,0.066176471
2011,Sangamon,SANGAMON,84,0.199487935,9523,15260,3932,28715,92.43388473,0.331638516,0.531429566,0.136931917
2011,Schuyler,SCHUYLER,85,0.228701231,4757,4014,3068,11839,79.71467185,0.401807585,0.339048906,0.259143509
2011,Scott,SCOTT,86,0.215436797,895,3482,769,5146,74.02603964,0.173921492,0.676642052,0.149436455
2011,Stark,STARK,88,0.272936124,24620,8827,9421,42868,88.72165718,0.574321172,0.205911169,0.219767659
2011,Stephenson,STEPHENSON,89,0.293340469,23741,1510,7609,32860,77.53067559,0.722489349,0.045952526,0.231558125
2011,Tazewell,TAZEWELL,90,0.198262933,4428,11631,2935,18994,83.17136991,0.23312625,0.612351269,0.154522481
2011,Vermilion,VERMILION,92,0.220175526,24390,34969,5632,64991,82.88358388,0.375282731,0.538059116,0.086658153
2011,Warren,WARREN,94,0.234641145,3475,1982,3946,9403,80.22407742,0.369562905,0.210783792,0.419653302
2011,Wayne,WAYNE,96,0.05898279,188,250,619,1057,55,0.177861873,0.236518448,0.585619678
2011,Whiteside,WHITESIDE,98,0.274089459,34647,10979,12766,58392,70.82572955,0.593351829,0.188022332,0.218625839
2011,Will,WILL,99,0.05374753,405,816,29,1250,87,0.324,0.6528,0.0232
2011,Winnebago,WINNEBAGO,101,0.164819723,4042,467,1659,6168,76.92363813,0.655317769,0.075713359,0.268968872
2011,Woodford,WOODFORD,102,0.216841012,11880,4789,2644,19313,89.66141977,0.615129705,0.24796769,0.136902604
