year,county1,county,fbfmcode,debt_to_asset,Cash_acres,Share_acres,Owned_Acres,Total_Acres,spr,Cash_percent,Share_percent,Owned_percent
2020,Adams,ADAMS,1,0.315154181,1461,508,956,2925,80.72068376,0.499487179,0.173675214,0.326837607
2020,Bond,BOND,3,0.121848408,339,454,419,1212,55.53547855,0.27970297,0.374587459,0.345709571
2020,Boone,BOONE,4,0.149520952,137,364,0,501,88,0.273453094,0.726546906,0
2020,Brown,BROWN,5,0.221457013,420,704,972,2096,78,0.200381679,0.335877863,0.463740458
2020,Bureau,BUREAU,6,0.33099995,12161,2906,4597,19664,87.41995525,0.618439788,0.14778275,0.233777461
2020,Calhoun,CALHOUN,7,0.147124587,178,0,35,213,60,0.835680751,0,0.164319249
2020,Carroll,CARROLL,8,0.293695587,13766,848,8886,23500,71.64170213,0.585787234,0.036085106,0.37812766
2020,Cass,CASS,9,0.189394712,2247,3695,2548,8490,72.62567727,0.264664311,0.435217903,0.300117786
2020,Champaign,CHAMPAIGN,10,0.18581393,17268,21132,3759,42159,94.15311084,0.409592258,0.501245286,0.089162456
2020,Christian,CHRISTIAN,11,0.167173113,2940,2678,1878,7496,88.83991462,0.392209178,0.357257204,0.250533618
2020,Clark,CLARK,12,0.132619319,2447,4724,1982,9153,56.84311155,0.26734404,0.516114935,0.216541025
2020,Clay,CLAY,13,0.370002903,1334,221,598,2153,55,0.619600557,0.102647469,0.277751974
2020,Clinton,CLINTON,14,0.373201244,3440,899,2069,6408,66.31616729,0.536828964,0.140293383,0.322877653
2020,Coles,COLES,15,0.181257774,2368,3711,981,7060,88.5907932,0.335410765,0.525637394,0.138951841
2020,Crawford,CRAWFORD,17,0.113220754,140,141,633,914,60,0.153172867,0.154266958,0.692560175
2020,DeKalb,DEKALB,19,0.311189608,12243,4081,2449,18773,90.3794279,0.652160017,0.217386672,0.130453311
2020,De Witt,DEWITT,20,0.265051393,1762,2077,361,4200,95,0.41952381,0.49452381,0.085952381
2020,Douglas,DOUGLAS,21,0.276977213,7653,7068,698,15419,96.40709514,0.49633569,0.458395486,0.045268824
2020,Edgar,EDGAR,23,0.23961427,12413,11029,2079,25521,93.58704596,0.486383762,0.432153912,0.081462325
2020,Effingham,EFFINGHAM,25,0.21053372,877,654,2329,3860,59.70362694,0.227202073,0.169430052,0.603367876
2020,Ford,FORD,27,0.239479882,4780,9782,2079,16641,85.52635058,0.287242353,0.587825251,0.124932396
2020,Fulton,FULTON,29,0.332509392,1309,1844,1583,4736,85.84206081,0.276393581,0.389358108,0.334248311
2020,Greene,GREENE,31,0.129001039,122,1608,136,1866,77.01768489,0.065380493,0.861736334,0.072883173
2020,Grundy,GRUNDY,32,0.245620529,7742,3762,1270,12774,81.63699703,0.60607484,0.294504462,0.099420698
2020,Hancock,HANCOCK,34,0.13456583,2803,3122,1881,7806,83.31936972,0.359082757,0.399948757,0.240968486
2020,Henderson,HENDERSON,36,0.289108137,2875,1668,674,5217,84.79585969,0.551082998,0.319723979,0.129193023
2020,Henry,HENRY,37,0.236165129,4368,1359,1165,6892,77.09895531,0.633778294,0.197185142,0.169036564
2020,Iroquois,IROQUOIS,38,0.188313185,15335,19770,4501,39606,81.91337171,0.38718881,0.499166793,0.113644397
2020,Jasper,JASPER,40,0.285448704,1326,1878,1244,4448,59.73111511,0.298111511,0.42221223,0.279676259
2020,JoDaviess,JO DAVIESS,43,0.329092882,1532,30,1329,2891,67.73988239,0.529920443,0.010377032,0.459702525
2020,Kane,KANE,45,0.154221921,2443,0,594,3037,89.59664142,0.804412249,0,0.195587751
2020,Kankakee,KANKAKEE,46,0.180639478,2447,3240,815,6502,87.03506613,0.37634574,0.498308213,0.125346047
2020,Kendall,KENDALL,47,0.199015165,6420,2263,2569,11252,85.38633132,0.570565233,0.201119801,0.228314966
