year,county1,county,fbfmcode,debt_to_asset,Cash_acres,Share_acres,Owned_Acres,Total_Acres,spr,Cash_percent,Share_percent,Owned_percent
2014,Adams,ADAMS,1,0.15818365,3787,6376,4181,14344,82.49965142,0.264012828,0.444506414,0.291480759
2014,Bond,BOND,3,0.418414777,2,469,78,549,55,0.003642987,0.85428051,0.142076503
2014,Brown,BROWN,5,0.255820436,287,1021,929,2237,76.89494859,0.128296826,0.456414841,0.415288333
2014,Bureau,BUREAU,6,0.151723999,8837,1421,2017,12275,87.25604888,0.719918534,0.115763747,0.164317719
2014,Carroll,CARROLL,8,0.293648335,25851,2188,10760,38799,71.47045027,0.666280059,0.056393206,0.277326735
2014,Cass,CASS,9,0.183619398,3002,5682,1469,10153,78.14478479,0.295676155,0.559637546,0.1446863
2014,Champaign,CHAMPAIGN,10,0.227097109,21140,22898,5703,49741,93.39802175,0.425001508,0.460344585,0.114653907
2014,Clark,CLARK,12,0.145701327,3429,7380,3516,14325,59.38813264,0.239371728,0.515183246,0.245445026
2014,Clay,CLAY,13,0.249082598,1588,360,475,2423,54.70986381,0.655385885,0.148576145,0.196037969
2014,Clinton,CLINTON,14,0.441779491,3874,30,1230,5134,65.78691079,0.754577328,0.005843397,0.239579275
2014,Coles,COLES,15,0.155503406,1593,2052,410,4055,91,0.392848335,0.506041924,0.101109741
2014,Crawford,CRAWFORD,17,0.170504355,452,679,851,1982,55,0.228052472,0.342583249,0.429364279
2014,DeKalb,DEKALB,19,0.262206184,11074,2890,1168,15132,90.28528945,0.731826593,0.19098599,0.077187417
2014,DeWitt,DEWITT,20,0.318545835,424,2645,82,3151,91.62646779,0.134560457,0.839416058,0.026023485
2014,Douglas,DOUGLAS,21,0.306502958,1180,3050,516,4746,94.50716393,0.248630426,0.642646439,0.108723135
2014,Edgar,EDGAR,23,0.239077946,5949,2972,538,9459,90.36991225,0.628924833,0.314198118,0.056877048
2014,Effingham,EFFINGHAM,25,0.25224834,4491,3996,3203,11690,58.36561163,0.384174508,0.341830624,0.273994867
2014,Ford,FORD,27,0.177957952,2057,5392,2171,9620,81.67817048,0.213825364,0.56049896,0.225675676
2014,Fulton,FULTON,29,0.709501561,468,460,684,1612,76,0.290322581,0.285359801,0.424317618
2014,Grundy,GRUNDY,32,0.213530941,5585,3167,1612,10364,81.20831725,0.538884601,0.305576997,0.155538402
2014,Hancock,HANCOCK,34,0.191155582,16988,20032,7547,44567,86.25523369,0.381178899,0.449480557,0.169340543
2014,Henderson,HENDERSON,36,0.261089824,2612,3250,1147,7009,81.66757027,0.372663718,0.463689542,0.16364674
2014,Henry,HENRY,37,0.155062297,5815,1799,4154,11768,78.59134942,0.494136642,0.152872196,0.352991162
2014,Iroquois,IROQUOIS,38,0.173416965,20476,20127,5597,46200,85.4087013,0.443203463,0.435649351,0.121147186
2014,Jasper,JASPER,40,0.17216494,1933,1600,1435,4968,59.98691626,0.389090177,0.322061192,0.288848631
2014,JoDaviess,JO DAVIESS,43,0.152348469,3843,0,1316,5159,72.45028106,0.744911805,0,0.255088195
2014,Kane,KANE,45,0.328336401,1704,0,80,1784,88.25112108,0.955156951,0,0.044843049
2014,Kankakee,KANKAKEE,46,0.384326461,283,641,0,924,87,0.306277056,0.693722944,0
2014,Kendall,KENDALL,47,0.239813144,7164,1997,1477,10638,85.66130852,0.673434856,0.187723256,0.138841888
2014,Knox,KNOX,48,0.207787096,15194,6039,6800,28033,82.87753719,0.542004067,0.215424678,0.242571255
2014,LaSalle,LASALLE,50,0.201920415,10523,10179,3386,24088,88.08543673,0.436856526,0.422575556,0.140567918
2014,Lawrence,LAWRENCE,51,0.272385562,1973,1853,3937,7763,55.83537292,0.254154322,0.23869638,0.507149298
2014,Lee,LEE,52,0.172565388,2705,1226,1872,5803,87.11735309,0.466138204,0.211270033,0.322591763
2014,Livingston,LIVINGSTON,53,0.190619968,46261,53482,22269,122012,80.96786382,0.379151231,0.438333934,0.182514835
2014,Logan,LOGAN,54,0.189193503,15644,24226,5517,45387,91.51860665,0.344680195,0.533765175,0.12155463
2014,McDonough,MCDONOUGH,55,0.421283781,1857,1982,823,4662,87.23466323,0.398326898,0.425139425,0.176533677
2014,McLean,MCLEAN,57,0.17552739,45501,61463,15670,122634,88.57097542,0.371030872,0.501190534,0.127778593
2014,Macon,MACON,58,0.233986527,5220,7454,764,13438,94.27109689,0.388450662,0.554695639,0.056853698
2014,Marion,MARION,61,0.159341927,530,0,495,1025,55,0.517073171,0,0.482926829
2014,Marshall,MARSHALL,62,0.186371684,5665,6303,3153,15121,84.13497785,0.374644534,0.416837511,0.208517955
2014,Mason,MASON,63,0.232843966,3271,15328,3917,22516,64.52611476,0.145274471,0.680760348,0.17396518
2014,Menard,MENARD,65,0.09480323,1800,2415,270,4485,87.59910814,0.401337793,0.538461538,0.060200669
2014,Mercer,MERCER,66,0.257076602,17168,7206,7876,32250,76.33947287,0.532341085,0.22344186,0.244217054
2014,Monroe,MONROE,67,0.254237566,653,1646,1090,3389,65,0.192682207,0.485688994,0.321628799
2014,Morgan,MORGAN,69,0.120543914,3848,5819,1927,11594,88.69501466,0.331895808,0.501897533,0.166206659
2014,Moultrie,MOULTRIE,70,0.15814464,6982,10007,1802,18791,87.30679581,0.371560854,0.532542174,0.095896972
2014,Ogle,OGLE,71,0.199708816,4185,3302,2458,9945,86.96540975,0.42081448,0.332026144,0.247159377
2014,Peoria,PEORIA,72,0.189231114,20720,16893,12174,49787,83.51419045,0.416172897,0.339305441,0.244521662
2014,Piatt,PIATT,74,0.303157608,6244,6400,310,12954,92.74857187,0.482013278,0.49405589,0.023930832
2014,Pike,PIKE,75,0.222742048,599,1198,813,2610,79.67241379,0.229501916,0.459003831,0.311494253
2014,Randolph,RANDOLPH,79,0.469599724,245,551,328,1124,55,0.21797153,0.490213523,0.291814947
2014,Richland,RICHLAND,80,0.259332439,1220,1102,1594,3916,55,0.31154239,0.281409602,0.407048008
2014,Rock Island,ROCK ISLAND,81,0.243583002,993,661,570,2224,72,0.446492806,0.29721223,0.256294964
2014,St Clair,ST CLAIR,82,0.301005089,3309,1325,847,5481,68.72468528,0.603721949,0.241744207,0.154533844
2014,Sangamon,SANGAMON,84,0.249011524,10723,18003,3041,31767,92.42739321,0.337551547,0.566720181,0.095728271
2014,Schuyler,SCHUYLER,85,0.047838575,263,957,967,2187,78.48513946,0.120256059,0.437585734,0.442158208
2014,Scott,SCOTT,86,0.147242988,637,1755,245,2637,72.13272658,0.241562381,0.66552901,0.092908608
2014,Stark,STARK,88,0.195038429,19388,7911,8269,35568,87.91424876,0.545096716,0.222419028,0.232484256
2014,Stephenson,STEPHENSON,89,0.284982273,25483,310,11066,36859,77.38213191,0.691364389,0.008410429,0.300225182
2014,Tazewell,TAZEWELL,90,0.219277002,10553,18325,4842,33720,79.83188019,0.312959668,0.543446026,0.143594306
2014,Vermilion,VERMILION,92,0.240306417,33703,32234,7041,72978,85.02051303,0.461824111,0.441694757,0.096481131
