year,county1,county,fbfmcode,debt_to_asset,Cash_acres,Share_acres,Owned_Acres,Total_Acres,spr,Cash_percent,Share_percent,Owned_percent
2008,Adams,ADAMS,1,0.110467753,4631,4690,3425,12746,80.88317904,0.363329672,0.367958575,0.268711753
2008,Brown,BROWN,5,0.130167927,480,319,45,844,82,0.568720379,0.377962085,0.053317536
2008,Bureau,BUREAU,6,0.27025842,10482,5233,2421,18136,85.76433613,0.577966476,0.288542126,0.133491398
2008,Carroll,CARROLL,8,0.387478909,20006,2233,8083,30322,74.20829761,0.659784975,0.0736429,0.266572126
2008,Cass,CASS,9,0.294863978,636,5101,3420,9157,71.20028394,0.069455062,0.557060173,0.373484766
2008,Champaign,CHAMPAIGN,10,0.245240694,14113,22441,3390,39944,93.46930703,0.353319648,0.561811536,0.084868816
2008,Clark,CLARK,12,0.340452974,4696,7859,3954,16509,59.60839542,0.284450906,0.47604337,0.239505724
2008,Clay,CLAY,13,0.199455703,1762,2058,1382,5202,55.29815456,0.338715879,0.39561707,0.265667051
2008,Crawford,CRAWFORD,17,0.268704623,477,479,560,1516,55,0.314643799,0.315963061,0.36939314
2008,DeKalb,DEKALB,19,0.202813145,17343,3611,2668,23622,89.90999915,0.734188468,0.152865972,0.112945559
2008,DeWitt,DEWITT,20,0.159896678,3009,4519,702,8230,94.9345079,0.365613609,0.5490887,0.085297691
2008,Douglas,DOUGLAS,21,0.208192854,1381,2792,186,4359,95.43152099,0.316815783,0.640513879,0.042670337
2008,Edgar,EDGAR,23,0.256340126,5478,5288,1194,11960,91.73152174,0.458026756,0.442140468,0.099832776
2008,Effingham,EFFINGHAM,25,0.176848459,2735,1690,2241,6666,60.23957396,0.410291029,0.253525353,0.336183618
2008,Ford,FORD,27,0.196985802,5647,11814,3412,20873,82.24596369,0.27054089,0.565994347,0.163464763
2008,Fulton,FULTON,29,0.380573429,2163,1261,1400,4824,85.91210614,0.448383085,0.261401327,0.290215589
2008,Greene,GREENE,31,0.462988537,144,732,20,896,70,0.160714286,0.816964286,0.022321429
2008,Grundy,GRUNDY,32,0.223480128,7259,2235,1249,10743,82.0346272,0.675695802,0.208042446,0.116261752
2008,Hancock,HANCOCK,34,0.187033804,7710,14135,5415,27260,86.2447909,0.282831988,0.518525312,0.1986427
2008,Henderson,HENDERSON,36,0.250130724,3090,696,1681,5467,74.91293214,0.565209438,0.12730931,0.307481251
2008,Henry,HENRY,37,0.258160392,6499,1706,3034,11239,77.86795978,0.578254293,0.151792864,0.269952843
2008,Iroquois,IROQUOIS,38,0.196957221,12135,17130,4853,34118,83.77826954,0.355677355,0.502081013,0.142241632
2008,Jasper,JASPER,40,0.312316465,1253,1605,952,3810,58.73464567,0.328871391,0.421259843,0.249868766
2008,JoDaviess,JO DAVIESS,43,0.277555916,2999,184,2425,5608,63.64051355,0.534771755,0.032810271,0.432417974
2008,Kane,KANE,45,0.171699254,5361,0,415,5776,85.76939058,0.92815097,0,0.07184903
2008,Kankakee,KANKAKEE,46,0.165170541,310,918,135,1363,87.33162142,0.227439472,0.673514307,0.099046222
2008,Kendall,KENDALL,47,0.208085916,6326,3748,1315,11389,86.56238476,0.55544824,0.329089472,0.115462288
2008,Knox,KNOX,48,0.272328035,3936,2442,2676,9054,81.23801635,0.434724983,0.269715043,0.295559973
2008,LaSalle,LASALLE,50,0.20856506,15267,18979,6751,40997,88.15847501,0.372393102,0.462936312,0.164670586
2008,Lawrence,LAWRENCE,51,0.392624693,2023,493,417,2933,55,0.68973747,0.168087283,0.142175247
2008,Lee,LEE,52,0.205341504,2139,1073,1307,4519,87.49148042,0.473334809,0.237441912,0.289223279
2008,Livingston,LIVINGSTON,53,0.229743382,30316,43128,13228,86672,80.88509553,0.349778475,0.497600148,0.152621377
2008,Logan,LOGAN,54,0.203844006,13429,21626,4356,39411,91.63337647,0.340742432,0.54873005,0.110527518
2008,McDonough,MCDONOUGH,55,0.297539923,6460,4742,1851,13053,89.30330192,0.494905386,0.363288133,0.141806481
2008,McLean,MCLEAN,57,0.198309938,25622,42235,10566,78423,88.74151716,0.326715377,0.538553741,0.134730883
2008,Macon,MACON,58,0.274654386,1712,3403,420,5535,94.71707317,0.309304426,0.614814815,0.075880759
2008,Marion,MARION,61,0.237890888,236,316,495,1047,55,0.225405922,0.301814709,0.47277937
2008,Marshall,MARSHALL,62,0.170595004,2475,6317,1970,10762,84.39639472,0.229975841,0.586972682,0.183051477
2008,Mason,MASON,63,0.309061623,2052,13454,4025,19531,65.0235523,0.105063745,0.688853617,0.206082638
2008,Menard,MENARD,65,0.077885001,835,4090,171,5096,86.94014914,0.163854003,0.802590267,0.03355573
2008,Mercer,MERCER,66,0.314975901,21737,10392,8813,40942,76.18313712,0.530921792,0.253822481,0.215255728
2008,Montgomery,MONTGOMERY,68,0.096807759,425,494,362,1281,83.2295082,0.331772053,0.385636222,0.282591725
2008,Morgan,MORGAN,69,0.199441988,3695,8570,2511,14776,87.75615864,0.250067677,0.579994586,0.169937737
2008,Moultrie,MOULTRIE,70,0.168553439,6870,11134,1924,19928,90.49267363,0.344741068,0.558711361,0.096547571
2008,Ogle,OGLE,71,0.200774298,3412,3678,1976,9066,85.74398853,0.376351202,0.405691595,0.217957203
2008,Peoria,PEORIA,72,0.246607727,15193,13083,4376,32652,84.95249908,0.465300747,0.400679897,0.134019356
2008,Piatt,PIATT,74,0.292599556,6350,5707,418,12475,92.52144289,0.509018036,0.45747495,0.033507014
2008,Pike,PIKE,75,0.26137729,1762,1554,1928,5244,79.92372235,0.336003051,0.296338673,0.367658276
2008,Randolph,RANDOLPH,79,0.268934365,1852,63,156,2071,55,0.894253984,0.030420087,0.07532593
2008,Richland,RICHLAND,80,0.305586556,2297,2258,1951,6506,57.28097141,0.353058715,0.347064248,0.299877037
2008,Rock Island,ROCK ISLAND,81,0.127650223,944,689,1186,2819,80.63710536,0.334870521,0.244412912,0.420716566
2008,Sangamon,SANGAMON,84,0.212236492,7518,12676,2764,22958,92.06416064,0.327467549,0.552138688,0.120393763
