year,county1,county,fbfmcode,debt_to_asset,Cash_acres,Share_acres,Owned_Acres,Total_Acres,spr,Cash_percent,Share_percent,Owned_percent
2018,Jasper,JASPER,40,0.3013079,1542,1788,1121,4451,59.82296113,0.346439002,0.401707481,0.251853516
2018,Jersey,JERSEY,42,0.378202529,538,148,329,1015,70,0.530049261,0.145812808,0.324137931
2018,JoDaviess,JO DAVIESS,43,0.263978494,3732,30,2789,6551,66.55289269,0.569684018,0.004579454,0.425736529
2018,Kane,KANE,45,0.150847663,2022,0,594,2616,89.69227829,0.77293578,0,0.22706422
2018,Kendall,KENDALL,47,0.221655685,6594,1192,1991,9777,85.82530429,0.674440012,0.121918789,0.203641199
2018,Knox,KNOX,48,0.264350147,13939,5022,6080,25041,82.50037938,0.556647099,0.200551096,0.242801805
2018,LaSalle,LASALLE,50,0.172355447,19793,16831,7150,43774,87.11401745,0.452163385,0.384497647,0.163338968
2018,Lawrence,LAWRENCE,51,0.268606877,704,1402,2009,4115,56.68408262,0.171081409,0.340704739,0.488213852
2018,Lee,LEE,52,0.282700729,17022,981,399,18402,87.78073036,0.925008151,0.053309423,0.021682426
2018,Livingston,LIVINGSTON,53,0.198874894,48796,47406,19905,116107,80.64262275,0.420267512,0.408295796,0.171436692
2018,Logan,LOGAN,54,0.233299501,32165,33889,9042,75096,90.42988974,0.428318419,0.4512757,0.12040588
2018,McDonough,MCDONOUGH,55,0.319397622,5902,2000,2359,10261,89.48572264,0.575187604,0.194912777,0.22989962
2018,McLean,MCLEAN,57,0.168759935,44851,54251,14037,113139,88.79840727,0.396423868,0.479507508,0.124068624
2018,Macon,MACON,58,0.252637226,7711,2752,545,11008,93.20139898,0.700490552,0.25,0.049509448
2018,Macoupin,MACOUPIN,59,0.298334661,2958,1597,793,5348,85.48204936,0.553103964,0.298616305,0.148279731
2018,Madison,MADISON,60,0.099728232,120,461,169,750,69,0.16,0.614666667,0.225333333
2018,Marion,MARION,61,0.073562929,292,0,0,292,55,1,0,0
2018,Marshall,MARSHALL,62,0.374818193,1991,1097,117,3205,88.77191888,0.621216849,0.342277691,0.03650546
2018,Mason,MASON,63,0.250371076,9254,18196,6443,33893,71.50039831,0.27303573,0.53686602,0.19009825
2018,Menard,MENARD,65,0.2007332,7041,9210,2607,18858,84.24318592,0.373369392,0.488386892,0.138243716
2018,Mercer,MERCER,66,0.278375264,27250,9337,14384,50971,77.24188264,0.534617724,0.183182594,0.282199682
2018,Monroe,MONROE,67,0.151529994,4366,3468,3106,10940,65,0.399085923,0.317001828,0.283912249
2018,Montgomery,MONTGOMERY,68,0.193028653,6322,3415,2670,12407,81.16909809,0.50955106,0.275247844,0.215201096
2018,Morgan,MORGAN,69,0.101346703,3176,4613,1744,9533,86.62645547,0.333158502,0.483898038,0.18294346
2018,Moultrie,MOULTRIE,70,0.163719837,12011,9152,1961,23124,92.92989967,0.519417056,0.395779277,0.084803667
2018,Ogle,OGLE,71,0.272076284,15471,5892,4409,25772,86.23471209,0.600302654,0.228620208,0.171077138
2018,Peoria,PEORIA,72,0.202784525,15362,15047,11880,42289,82.85180543,0.363262314,0.355813569,0.280924117
2018,Piatt,PIATT,74,0.337851765,16986,7487,2814,27287,91.33213618,0.622494228,0.274379741,0.103126031
2018,Pike,PIKE,75,0.229908117,2146,2456,563,5165,79.35818006,0.415488867,0.475508228,0.109002904
2018,Randolph,RANDOLPH,79,0.471030045,2638,2045,636,5319,62.92442188,0.495957887,0.384470765,0.119571348
2018,Richland,RICHLAND,80,0.30989566,1767,2288,1543,5598,55.06984637,0.315648446,0.408717399,0.275634155
2018,Rock Island,ROCK ISLAND,81,0.103381918,3489,2065,2966,8520,77.1971831,0.409507042,0.242370892,0.348122066
2018,St Clair,ST CLAIR,82,0.328327532,2261,1455,859,4575,67.14098361,0.49420765,0.318032787,0.187759563
2018,Saline,SALINE,83,0.465135322,198,798,774,1770,56,0.111864407,0.450847458,0.437288136
2018,Sangamon,SANGAMON,84,0.184138628,7015,14183,4755,25953,92.17346742,0.270296305,0.546487882,0.183215813
2018,Schuyler,SCHUYLER,85,0.200046219,1035,1205,896,3136,77.32366071,0.330038265,0.384247449,0.285714286
2018,Scott,SCOTT,86,0.21613524,3657,1542,746,5945,74.71808242,0.615138772,0.259377628,0.1254836
2018,Shelby,SHELBY,87,0.148428042,0,305,382,687,87,0,0.443959243,0.556040757
2018,Stark,STARK,88,0.242215093,23828,7727,6493,38048,88.85560345,0.626261564,0.203085576,0.17065286
2018,Stephenson,STEPHENSON,89,0.319736666,20036,132,7111,27279,76.8720261,0.734484402,0.004838887,0.260676711
2018,Tazewell,TAZEWELL,90,0.176240587,10174,21335,5389,36898,81.70158274,0.275733102,0.578215621,0.146051276
2018,Vermilion,VERMILION,92,0.275910737,23360,18376,4627,46363,83.83577422,0.503850053,0.396350538,0.099799409
2018,Wabash,WABASH,93,0.20666451,766,369,503,1638,55,0.467643468,0.225274725,0.307081807
2018,Warren,WARREN,94,0.220178478,4052,2854,3078,9984,84.73868189,0.405849359,0.285857372,0.308293269
2018,Washington,WASHINGTON,95,0.16074115,96,119,853,1068,70,0.08988764,0.111423221,0.798689139
2018,Wayne,WAYNE,96,0.233675068,3052,1611,566,5229,55,0.583668005,0.308089501,0.108242494
2018,Whiteside,WHITESIDE,98,0.302107861,24130,6898,7357,38385,72.5675394,0.628630976,0.179705614,0.19166341
2018,Will,WILL,99,0.379121546,482,413,0,895,68,0.538547486,0.461452514,0
2018,Winnebago,WINNEBAGO,101,0.151457026,2242,0,169,2411,72.59228536,0.929904604,0,0.070095396
2018,Woodford,WOODFORD,102,0.150346895,11229,6470,4310,22009,90.74514971,0.510200373,0.293970648,0.195828979
