year,county1,county,fbfmcode,debt_to_asset,Cash_acres,Share_acres,Owned_Acres,Total_Acres,spr,Cash_percent,Share_percent,Owned_percent
2018,Adams,ADAMS,1,0.215017031,6822,3474,2988,13284,80.76588377,0.513550136,0.261517615,0.224932249
2018,Bond,BOND,3,0.222779817,313,489,428,1230,55.54227642,0.254471545,0.397560976,0.34796748
2018,Boone,BOONE,4,0.004415092,137,365,0,502,88,0.272908367,0.727091633,0
2018,Brown,BROWN,5,0.170910088,2023,2334,569,4926,85.37190418,0.410678035,0.473812424,0.115509541
2018,Bureau,BUREAU,6,0.278724967,18880,2703,8533,30116,87.76550671,0.626909284,0.089752955,0.283337761
2018,Calhoun,CALHOUN,7,0.212891673,178,0,35,213,60,0.835680751,0,0.164319249
2018,Carroll,CARROLL,8,0.283342434,13629,2619,9812,26060,72.0767076,0.522985418,0.100498849,0.376515733
2018,Cass,CASS,9,0.092167604,909,3597,1332,5838,79.10363138,0.155704008,0.616135663,0.228160329
2018,Champaign,CHAMPAIGN,10,0.206860865,22616,24231,5330,52177,94.25515074,0.433447688,0.464400023,0.102152289
2018,Christian,CHRISTIAN,11,0.104953459,1267,2538,1897,5702,88.64784286,0.222202736,0.44510698,0.332690284
2018,Clark,CLARK,12,0.180133822,5310,7462,3297,16069,58.82799179,0.330449935,0.464372394,0.205177671
2018,Clay,CLAY,13,0.30138075,1338,513,505,2356,53.38539898,0.567911715,0.217741935,0.21434635
2018,Clinton,CLINTON,14,0.241479024,710,796,557,2063,69.07901115,0.344158992,0.385845856,0.269995153
2018,Crawford,CRAWFORD,17,0.108910077,141,683,718,1542,58.00907912,0.091439689,0.442931258,0.465629053
2018,Cumberland,CUMBERLAND,18,0.561356672,1158,540,0,1698,57,0.681978799,0.318021201,0
2018,DeKalb,DEKALB,19,0.320027317,12538,4327,2641,19506,90.2062955,0.642776582,0.221829181,0.135394238
2018,DeWitt,DEWITT,20,0.086044555,1580,2812,683,5075,94.14955665,0.311330049,0.55408867,0.134581281
2018,Douglas,DOUGLAS,21,0.28449974,2405,6078,802,9285,97.05805062,0.259019925,0.6546042,0.086375875
2018,Edgar,EDGAR,23,0.235337875,10638,7071,2428,20137,91.40224462,0.528281273,0.351144659,0.120574068
2018,Effingham,EFFINGHAM,25,0.157151723,1589,1324,2444,5357,59.87418331,0.296621243,0.247153257,0.456225499
2018,Ford,FORD,27,0.282203117,3789,6716,2674,13179,81.43941118,0.287502845,0.509598604,0.202898551
2018,Fulton,FULTON,29,0.361528511,1175,1803,1652,4630,85.75399568,0.253779698,0.389416847,0.356803456
2018,Greene,GREENE,31,0.103088865,118,1664,304,2086,76.80488974,0.056567593,0.797698945,0.145733461
2018,Grundy,GRUNDY,32,0.261736643,6698,3422,748,10868,82.69405594,0.616304748,0.314869341,0.068825911
2018,Hancock,HANCOCK,34,0.177411653,14674,10292,3549,28515,86.39540593,0.514606348,0.360932842,0.12446081
2018,Henderson,HENDERSON,36,0.39880912,2685,2503,814,6002,82.66144618,0.447350883,0.417027657,0.13562146
2018,Henry,HENRY,37,0.145777132,7206,2134,3453,12793,78.16133823,0.563276792,0.166809974,0.269913234
2018,Iroquois,IROQUOIS,38,0.223291788,8391,9562,2241,20194,83.04392394,0.415519461,0.473506982,0.110973557
