year,county1,county,fbfmcode,debt_to_asset,Cash_acres,Share_acres,Owned_Acres,Total_Acres,spr,Cash_percent,Share_percent,Owned_percent
2010,Schuyler,SCHUYLER,85,0.085772443,838,830,1213,2881,77.46824019,0.290871225,0.288094412,0.421034363
2010,Scott,SCOTT,86,0.259135845,2749,3838,670,7257,74.61292545,0.378806669,0.528868679,0.092324652
2010,Stark,STARK,88,0.282006594,21143,8628,7310,37081,89.31439282,0.570184191,0.232679809,0.197136
2010,Stephenson,STEPHENSON,89,0.333134718,15108,0,5666,20774,75.33238664,0.727255223,0,0.272744777
2010,Tazewell,TAZEWELL,90,0.207490584,4606,12864,3357,20827,84.74811543,0.221155231,0.617659769,0.161185
2010,Vermilion,VERMILION,92,0.261311094,29196,37345,6516,73057,83.6776079,0.399633163,0.511176205,0.089190632
2010,Warren,WARREN,94,0.268760699,2853,570,2952,6375,79.37239216,0.447529412,0.089411765,0.463058824
2010,Washington,WASHINGTON,95,0.165200625,64,92,435,591,70,0.108291032,0.155668359,0.736040609
2010,Wayne,WAYNE,96,0.101915572,106,342,619,1067,55,0.099343955,0.320524836,0.580131209
2010,Whiteside,WHITESIDE,98,0.315283014,31693,10306,11738,53737,70.3706757,0.589779854,0.19178592,0.218434226
2010,Winnebago,WINNEBAGO,101,0.107287174,4307,405,1413,6125,76.86530612,0.703183673,0.066122449,0.230693878
2010,Woodford,WOODFORD,102,0.187984569,9354,4555,3100,17009,90.83273561,0.549944147,0.2677994,0.182256452
