year,county1,county,fbfmcode,debt_to_asset,Cash_acres,Share_acres,Owned_Acres,Total_Acres,spr,Cash_percent,Share_percent,Owned_percent
2017,Adams,ADAMS,1,0.381646957,5875,1199,1284,8358,78.98899258,0.702919359,0.143455372,0.153625269
2017,Bond,BOND,3,0.015193067,157,0,131,288,61,0.545138889,0,0.454861111
2017,Boone,BOONE,4,0.02069761,137,359,0,496,88,0.276209677,0.723790323,0
2017,Brown,BROWN,5,0.238651678,273,939,1069,2281,77.36869794,0.119684349,0.411661552,0.468654099
2017,Bureau,BUREAU,6,0.296913379,8869,2255,4498,15622,87.90807835,0.567725003,0.144347715,0.287927282
2017,Calhoun,CALHOUN,7,0.223438333,156,0,35,191,60,0.816753927,0,0.183246073
2017,Carroll,CARROLL,8,0.237920229,9047,2589,6140,17776,74.63163816,0.508944644,0.145645815,0.345409541
2017,Cass,CASS,9,0.019295165,223,2310,451,2984,84.22050938,0.074731903,0.774128686,0.15113941
2017,Champaign,CHAMPAIGN,10,0.22678408,12251,16732,4426,33409,93.51779461,0.366697596,0.500823131,0.132479272
2017,Christian,CHRISTIAN,11,0.158383117,1443,1785,1798,5026,88.00955034,0.287107043,0.355153203,0.357739753
2017,Clark,CLARK,12,0.12555121,4582,9324,3745,17651,58.62455385,0.259588692,0.528242026,0.212169282
2017,Clay,CLAY,13,0.271834089,4176,927,1103,6206,54.03577183,0.672897196,0.149371576,0.177731228
2017,Clinton,CLINTON,14,0.266495207,343,796,536,1675,68.86567164,0.204776119,0.475223881,0.32
2017,Crawford,CRAWFORD,17,0.121256702,301,445,982,1728,57.69386574,0.174189815,0.257523148,0.568287037
2017,DeKalb,DEKALB,19,0.226240837,11180,4208,1939,17327,90.30172563,0.645235759,0.242857967,0.111906273
2017,DeWitt,DEWITT,20,0.123229249,3528,2756,1030,7314,95.6282472,0.482362592,0.376811594,0.140825814
2017,Douglas,DOUGLAS,21,0.533419246,890,1760,100,2750,95.41054545,0.323636364,0.64,0.036363636
2017,Edgar,EDGAR,23,0.217560746,7301,7946,2667,17914,92.48185776,0.407558334,0.443563693,0.148877973
2017,Effingham,EFFINGHAM,25,0.172762969,3152,1430,2996,7578,60.39179203,0.415940881,0.188704144,0.395354975
