year,county1,county,fbfmcode,debt_to_asset,Cash_acres,Share_acres,Owned_Acres,Total_Acres,spr,Cash_percent,Share_percent,Owned_percent
2013,Adams,ADAMS,1,0.143681704,3958,8306,3977,16241,81.50735792,0.243704205,0.51142171,0.244874084
2013,Brown,BROWN,5,0.242768943,695,1488,1432,3615,76.15767635,0.192254495,0.411618257,0.396127248
2013,Bureau,BUREAU,6,0.137911218,7307,1724,1639,10670,87.16541706,0.684817245,0.161574508,0.153608247
2013,Carroll,CARROLL,8,0.317332809,17655,2026,8129,27810,70.80884574,0.634843581,0.072851492,0.292304926
2013,Cass,CASS,9,0.320053655,2846,1922,532,5300,75.46811321,0.536981132,0.362641509,0.100377358
2013,Champaign,CHAMPAIGN,10,0.192770098,16001,24300,4914,45215,93.67431162,0.353886984,0.537432268,0.108680748
2013,Clark,CLARK,12,0.154593632,8707,10283,5565,24555,58.84548972,0.354591733,0.41877418,0.226634087
2013,Clay,CLAY,13,0.230821541,709,1525,509,2743,53.66423624,0.258476121,0.555960627,0.185563252
2013,Clinton,CLINTON,14,0.16517275,630,30,269,929,70,0.678148547,0.032292788,0.289558665
2013,Crawford,CRAWFORD,17,0.224298265,2131,688,1556,4375,55.23131429,0.487085714,0.157257143,0.355657143
2013,DeKalb,DEKALB,19,0.215963408,13711,2890,2301,18902,90.17278595,0.725372976,0.152893874,0.12173315
2013,DeWitt,DEWITT,20,0.264078362,913,4299,206,5418,93.70118125,0.168512366,0.793466224,0.03802141
2013,Douglas,DOUGLAS,21,0.142591738,133,2653,433,3219,95.45728487,0.041317179,0.824168997,0.134513824
2013,Edgar,EDGAR,23,0.175011212,3787,2961,1044,7792,94.67440965,0.486011294,0.380005133,0.133983573
2013,Effingham,EFFINGHAM,25,0.192271971,3233,3257,3148,9638,59.55945217,0.335443038,0.337933181,0.326623781
2013,Ford,FORD,27,0.238160215,4654,4963,3179,12796,80.97077212,0.363707409,0.38785558,0.248437012
2013,Fulton,FULTON,29,0.469968658,1036,715,1328,3079,83.18285158,0.336472881,0.232218253,0.431308867
2013,Grundy,GRUNDY,32,0.253509704,6071,3515,1067,10653,82.78231484,0.569886417,0.329954004,0.100159579
2013,Hancock,HANCOCK,34,0.17367073,13145,16855,6031,36031,86.07182704,0.364824734,0.467791624,0.167383642
2013,Henderson,HENDERSON,36,0.392202541,3203,1385,683,5271,81.08044014,0.60766458,0.26275849,0.12957693
2013,Henry,HENRY,37,0.162915696,5555,1637,2752,9944,77.11363636,0.558628319,0.164621883,0.276749799
