year,county1,county,fbfmcode,debt_to_asset,Cash_acres,Share_acres,Owned_Acres,Total_Acres,spr,Cash_percent,Share_percent,Owned_percent
2003,Logan,LOGAN,54,0.246668585,6998,11326,2751,21075,92.31663108,0.332052195,0.537413998,0.130533808
2003,McDonough,MCDONOUGH,55,0.402513491,2939,6180,1530,10649,88.99464738,0.275988356,0.580336182,0.143675462
2003,McLean,MCLEAN,57,0.2932444,15879,47506,8853,72238,88.82776378,0.219815056,0.657631717,0.122553227
2003,Marshall,MARSHALL,62,0.233891027,1726,8687,3528,13941,85.73574349,0.123807474,0.623126031,0.253066495
2003,Mason,MASON,63,0.280836624,1905,12994,3773,18672,66.91672022,0.102024422,0.695908312,0.202067266
2003,Menard,MENARD,65,0.192363879,1267,3364,929,5560,82.91420863,0.227877698,0.605035971,0.167086331
2003,Mercer,MERCER,66,0.38569856,13441,8595,6576,28612,74.99245072,0.46976793,0.300398434,0.229833636
2003,Monroe,MONROE,67,0,155,0,550,705,50,0.219858156,0,0.780141844
2003,Morgan,MORGAN,69,0.313651091,3352,9357,2206,14915,84.61951056,0.224740194,0.627355012,0.147904794
2003,Moultrie,MOULTRIE,70,0.181149112,2684,5249,1298,9231,91.7891886,0.290759398,0.568627451,0.140613151
2003,Peoria,PEORIA,72,0.260513637,15698,11753,4969,32420,82.62887107,0.484207279,0.362523134,0.153269587
2003,Pike,PIKE,75,0.225475806,5618,3530,1784,10932,78.31878888,0.513904135,0.322905232,0.163190633
2003,Richland,RICHLAND,80,0.183359173,2558,3270,552,6380,59.15611285,0.400940439,0.512539185,0.086520376
2003,RockIsland,ROCKISLAND,81,0.129079948,748,990,969,2707,81.54710011,0.27632065,0.365718508,0.357960842
2003,Sangamon,SANGAMON,84,0.290435475,4009,13359,2282,19650,92.03384224,0.204020356,0.679847328,0.116132316
2003,Schuyler,SCHUYLER,85,0.276389854,247,1652,1156,3055,75.63240589,0.080851064,0.540752864,0.378396072
2003,Scott,SCOTT,86,0.37150683,2394,6159,1910,10463,79.30010513,0.22880627,0.588645704,0.182548026
2003,Stark,STARK,88,0.365023228,10302,7296,6121,23719,87.54496395,0.434335343,0.307601501,0.258063156
2003,Stephenson,STEPHENSON,89,0.330627988,8106,84,2954,11144,74.12939698,0.727386935,0.007537688,0.265075377
2003,Tazewell,TAZEWELL,90,0.317226344,6411,24741,8133,39285,80.6617284,0.163192058,0.62978236,0.207025582
2003,Vermilion,VERMILION,92,0.350219026,18006,39223,4487,61716,84.01508523,0.291755785,0.635540216,0.072703999
2003,Wabash,WABASH,93,0.254016256,565,30,503,1098,64,0.514571949,0.027322404,0.458105647
2003,Warren,WARREN,94,0.406102887,4955,6649,3020,14624,79.66944748,0.338826586,0.454663567,0.206509847
2003,Wayne,WAYNE,96,0.139053597,0,628,429,1057,55,0,0.594134342,0.405865658
2003,Whiteside,WHITESIDE,98,0.391190686,22284,10748,9542,42574,70.09451778,0.523418049,0.25245455,0.224127402
2003,Will,WILL,99,0.088802379,2475,1641,199,4315,80.66280417,0.573580533,0.380301275,0.046118192
2003,Winnebago,WINNEBAGO,101,0.297825307,4059,1630,1170,6859,77.88715556,0.591777227,0.237643971,0.170578802
2003,Woodford,WOODFORD,102,0.272817195,11053,3283,2815,17151,89.650516,0.644452219,0.19141741,0.164130371
