year,county1,county,fbfmcode,debt_to_asset,Cash_acres,Share_acres,Owned_Acres,Total_Acres,spr,Cash_percent,Share_percent,Owned_percent
2019,Adams,ADAMS,1,0.352552054,6015,1538,2584,10137,80.26792937,0.59337082,0.151721417,0.254907764
2019,Bond,BOND,3,0.104605432,144,487,220,851,57.03055229,0.169212691,0.57226792,0.258519389
2019,Boone,BOONE,4,0.004771519,137,363,0,500,88,0.274,0.726,0
2019,Brown,BROWN,5,0.220090222,1783,1064,1207,4054,78.76615688,0.439812531,0.262456833,0.297730636
2019,Bureau,BUREAU,6,0.262525764,11364,1789,7120,20273,87.18250876,0.560548513,0.08824545,0.351206038
2019,Calhoun,CALHOUN,7,0.190634432,178,0,35,213,60,0.835680751,0,0.164319249
2019,Carroll,CARROLL,8,0.298974736,13988,2047,9500,25535,71.30264343,0.547797141,0.08016448,0.372038379
2019,Cass,CASS,9,0.123983945,2233,3274,2359,7866,84.11988304,0.28387999,0.416221714,0.299898296
2019,Champaign,CHAMPAIGN,10,0.218031416,20955,28697,5294,54946,94.11938995,0.38137444,0.522276417,0.096349143
2019,Christian,CHRISTIAN,11,0.137400423,1170,1369,1436,3975,87.86037736,0.294339623,0.344402516,0.361257862
2019,Clark,CLARK,12,0.194896487,7017,11275,4520,22812,58.60687358,0.307601262,0.494257408,0.198141329
2019,Clay,CLAY,13,0.332878883,2101,654,1103,3858,55,0.544582685,0.169517885,0.28589943
2019,Clinton,CLINTON,14,0.269413044,467,794,792,2053,69.07647345,0.227471992,0.386751096,0.385776912
2019,Coles,COLES,15,0.213118352,208,1273,440,1921,90.14627798,0.108276939,0.66267569,0.229047371
2019,Crawford,CRAWFORD,17,0.318277112,1635,2362,2502,6499,55.7062625,0.251577166,0.363440529,0.384982305
2019,De Kalb,DEKALB,19,0.334299196,11882,4317,2338,18537,90.2403841,0.640988294,0.23288558,0.126126126
2019,De Witt,DEWITT,20,0.178097433,5413,3151,1086,9650,94.53678756,0.560932642,0.326528497,0.11253886
2019,Douglas,DOUGLAS,21,0.188884366,5776,7265,853,13894,95.33208579,0.415719015,0.522887577,0.061393407
2019,Edgar,EDGAR,23,0.296600947,11462,14738,2032,28232,90.30894021,0.405993199,0.522031737,0.071975064
2019,Effingham,EFFINGHAM,25,0.228719812,4312,2220,2643,9175,60.43378747,0.469972752,0.241961853,0.288065395
2019,Ford,FORD,27,0.267747901,3048,6677,2247,11972,83.78474774,0.254594053,0.557718009,0.187687939
2019,Fulton,FULTON,29,0.221528705,1285,1910,2419,5614,87.44584966,0.228892056,0.340220876,0.430887068
2019,Greene,GREENE,31,0.282007898,476,2530,357,3363,78.34820101,0.141540291,0.75230449,0.106155219
2019,Grundy,GRUNDY,32,0.22654102,6053,2935,788,9776,83.2664689,0.619169394,0.300225041,0.080605565
2019,Hancock,HANCOCK,34,0.21100902,5085,4453,2994,12532,86.00614427,0.405761251,0.355330354,0.238908395
2019,Henderson,HENDERSON,36,0.352348144,2180,2563,765,5508,82.13798112,0.395787945,0.465323166,0.138888889
2019,Henry,HENRY,37,0.179228344,6770,1963,2922,11655,79.53058773,0.580866581,0.168425568,0.250707851
2019,Iroquois,IROQUOIS,38,0.187408926,11508,9708,3774,24990,81.79595838,0.460504202,0.38847539,0.151020408
2019,Jasper,JASPER,40,0.260756668,2120,2194,1261,5575,59.45327354,0.380269058,0.393542601,0.226188341
2019,Jersey,JERSEY,42,0.360756241,653,81,329,1063,70,0.614299153,0.076199436,0.309501411
2019,JoDaviess,JO DAVIESS,43,0.28081697,4144,0,1265,5409,73.10334627,0.766130523,0,0.233869477
2019,Kane,KANE,45,0.162858122,2516,0,594,3110,89.58199357,0.809003215,0,0.190996785
2019,Kankakee,KANKAKEE,46,0.1294002,594,444,1049,2087,88,0.28461907,0.212745568,0.502635362
2019,Kendall,KENDALL,47,0.244895759,5892,1730,2066,9688,85.56760941,0.608175062,0.178571429,0.213253509
2019,Knox,KNOX,48,0.276197173,10331,2231,5467,18029,82.26834544,0.573021244,0.123745077,0.303233679
2019,LaSalle,LASALLE,50,0.146943543,11978,12630,5213,29821,87.07826699,0.401663257,0.423527045,0.174809698
2019,Lawrence,LAWRENCE,51,0.409145655,1189,1785,1401,4375,55,0.271771429,0.408,0.320228571
2019,Lee,LEE,52,0.246212195,3428,1336,951,5715,87.64374453,0.599825022,0.233770779,0.166404199
2019,Livingston,LIVINGSTON,53,0.203417934,46813,42999,16305,106117,81.46544851,0.441145151,0.40520369,0.153651159
2019,Logan,LOGAN,54,0.225864832,64489,35078,12631,112198,90.42824293,0.574778517,0.312643719,0.112577764
2019,McDonough,MCDONOUGH,55,0.393120458,4720,1975,1723,8418,89.64742219,0.560703255,0.234616298,0.204680447
2019,McLean,MCLEAN,57,0.156247596,33868,48681,13605,96154,88.52528236,0.352226636,0.50628159,0.141491774
2019,Macon,MACON,58,0.357251777,11748,8376,815,20939,93.31357753,0.561058312,0.400019103,0.038922585
2019,Macoupin,MACOUPIN,59,0.287746094,5502,2204,997,8703,85.15132713,0.632195795,0.253246007,0.114558198
2019,Madison,MADISON,60,0.288259904,504,926,506,1936,71.73657025,0.260330579,0.478305785,0.261363636
2019,Marshall,MARSHALL,62,0.136217942,1471,1935,984,4390,85.39544419,0.335079727,0.440774487,0.224145786
2019,Mason,MASON,63,0.226965782,5849,23125,4985,33959,71.64059601,0.172237109,0.680968226,0.146794664
2019,Menard,MENARD,65,0.049298628,4343,6668,687,11698,85.09505898,0.371260044,0.570011968,0.058727988
2019,Mercer,MERCER,66,0.287537517,22165,7950,12671,42786,76.54365914,0.518043285,0.185808442,0.296148273
2019,Monroe,MONROE,67,0.185867628,1893,988,569,3450,65,0.548695652,0.286376812,0.164927536
2019,Montgomery,MONTGOMERY,68,0.251833745,4113,4541,2263,10917,83.48905377,0.376751855,0.415956765,0.20729138
2019,Morgan,MORGAN,69,0.054489618,1418,1888,254,3560,89.46067416,0.398314607,0.530337079,0.071348315
2019,Moultrie,MOULTRIE,70,0.208691786,14782,11125,2809,28716,93.35683939,0.514765288,0.387414682,0.097820031
2019,Ogle,OGLE,71,0.33960336,20553,6203,4754,31510,85.52097747,0.652269121,0.19685814,0.150872739
2019,Peoria,PEORIA,72,0.204403148,18974,15274,13127,47375,82.10505541,0.400506596,0.322406332,0.277087071
2019,Piatt,PIATT,74,0.395684092,21561,10272,3104,34937,91.73317686,0.617139422,0.294014941,0.088845636
2019,Pike,PIKE,75,0.497414863,2140,274,502,2916,76.5048011,0.73388203,0.093964335,0.172153635
2019,Randolph,RANDOLPH,79,0.169946839,1710,0,276,1986,55,0.86102719,0,0.13897281
2019,Richland,RICHLAND,80,0.448062639,515,1215,280,2010,55,0.256218905,0.604477612,0.139303483
2019,Rock Island,ROCK ISLAND,81,0.089244928,2307,2065,2175,6547,77.6433481,0.352375134,0.315411639,0.332213227
2019,StClair,ST CLAIR,82,0.319808415,2286,1571,910,4767,67.00230753,0.479546885,0.329557374,0.190895742
2019,Saline,SALINE,83,0.457463567,198,798,772,1768,56,0.11199095,0.451357466,0.436651584
2019,Sangamon,SANGAMON,84,0.195929946,15714,14989,6543,37246,91.8285185,0.421897653,0.402432476,0.175669871
2019,Schuyler,SCHUYLER,85,0.31551126,757,152,145,1054,83,0.718216319,0.144212524,0.137571157
2019,Scott,SCOTT,86,0.213888999,1582,3030,840,5452,73.91709464,0.290168745,0.555759354,0.1540719
2019,Shelby,SHELBY,87,0.263770104,0,186,486,672,87,0,0.276785714,0.723214286
2019,Stark,STARK,88,0.25330818,27921,8326,6611,42858,89.47874376,0.65147697,0.194269448,0.154253582
2019,Stephenson,STEPHENSON,89,0.295428875,22161,0,8085,30246,76.59082193,0.732691926,0,0.267308074
2019,Tazewell,TAZEWELL,90,0.177982781,10165,14024,5359,29548,86.32418438,0.344016516,0.474617571,0.181365913
2019,Vermilion,VERMILION,92,0.289373228,29274,31647,6336,67257,85.91704953,0.43525581,0.470538383,0.094205808
2019,Wabash,WABASH,93,0.199237656,572,454,1458,2484,55,0.230273752,0.182769726,0.586956522
2019,Warren,WARREN,94,0.224177332,1618,1908,1629,5155,83.80795344,0.313870029,0.370126091,0.31600388
2019,Washington,WASHINGTON,95,0.149013361,0,0,400,400,70,0,0,1
2019,Wayne,WAYNE,96,0.101362644,2256,592,466,3314,55,0.68074834,0.178636089,0.14061557
2019,White,WHITE,97,0.767419393,788,1032,0,1820,57,0.432967033,0.567032967,0
2019,Whiteside,WHITESIDE,98,0.16877604,13980,2512,4111,20603,73.96777168,0.67854196,0.121923992,0.199534048
2019,Will,WILL,99,0.161761882,697,409,169,1275,80,0.546666667,0.320784314,0.13254902
2019,Winnebago,WINNEBAGO,101,0.392178382,7285,909,558,8752,75.96812157,0.83238117,0.103861974,0.063756856
2019,Woodford,WOODFORD,102,0.150026791,8498,5351,3232,17081,90.60728295,0.497511855,0.313272057,0.189216088
